Date,0,1
28-Sep-15,2.0,2.0
28-Sep-16,2.0,6.0
28-Sep-17,7.0,7.0
29-Apr-16,3.0,4.0
29-Apr-17,,2.0
29-Aug-15,1.0,
29-Aug-16,2.0,4.0
29-Aug-17,7.0,5.0
29-Dec-15,1.0,2.0
29-Dec-16,3.0,1.0
29-Dec-17,6.0,3.0
29-Feb-16,4.0,2.0
29-Jan-16,2.0,1.0
29-Jan-17,1.0,1.0
29-Jan-18,10.0,7.0
29-Jul-15,,5.0
29-Jul-16,3.0,2.0
29-Jul-17,,2.0
29-Jun-15,1.0,1.0
29-Jun-16,1.0,6.0
29-Jun-17,5.0,5.0
29-Mar-16,3.0,3.0
29-Mar-17,3.0,4.0
29-May-16,2.0,1.0
29-May-17,1.0,
29-Nov-15,1.0,
29-Nov-16,5.0,3.0
29-Nov-17,11.0,6.0
29-Oct-15,4.0,3.0
29-Oct-16,2.0,
29-Oct-17,2.0,
29-Sep-15,2.0,5.0
29-Sep-16,4.0,3.0
29-Sep-17,6.0,10.0
3-Apr-16,1.0,1.0
3-Apr-17,4.0,5.0
3-Aug-15,1.0,2.0
3-Aug-16,2.0,4.0
3-Aug-17,4.0,7.0
3-Dec-15,1.0,2.0
3-Dec-16,1.0,1.0
3-Dec-17,1.0,2.0
3-Feb-16,2.0,3.0
3-Feb-17,4.0,4.0
3-Feb-18,1.0,1.0
3-Jan-16,1.0,
3-Jan-17,4.0,4.0
3-Jan-18,8.0,8.0
3-Jul-15,2.0,3.0
3-Jul-16,2.0,
3-Jul-17,1.0,2.0
3-Jun-16,1.0,4.0
3-Jun-17,2.0,
3-Mar-16,2.0,5.0
3-Mar-17,6.0,6.0
3-May-16,2.0,8.0
3-May-17,1.0,9.0
3-Nov-15,3.0,4.0
3-Nov-16,3.0,5.0
3-Nov-17,7.0,10.0
3-Oct-15,,1.0
3-Oct-16,5.0,3.0
3-Oct-17,8.0,9.0
3-Sep-15,3.0,3.0
3-Sep-16,1.0,1.0
3-Sep-17,2.0,
30-Apr-16,1.0,2.0
30-Apr-17,2.0,
30-Aug-15,,2.0
30-Aug-16,2.0,3.0
30-Aug-17,8.0,5.0
30-Dec-15,2.0,3.0
30-Dec-16,,4.0
30-Dec-17,4.0,1.0
30-Jan-16,,1.0
30-Jan-17,3.0,7.0
30-Jan-18,8.0,9.0
30-Jul-15,2.0,2.0
30-Jul-16,1.0,
30-Jul-17,1.0,1.0
30-Jun-15,1.0,3.0
30-Jun-16,5.0,1.0
30-Jun-17,3.0,6.0
30-Mar-16,3.0,2.0
30-Mar-17,4.0,5.0
30-May-16,,2.0
30-May-17,5.0,4.0
30-Nov-15,2.0,3.0
30-Nov-16,4.0,4.0
30-Nov-17,3.0,12.0
30-Oct-15,1.0,3.0
30-Oct-16,2.0,
30-Oct-17,9.0,7.0
30-Sep-15,4.0,3.0
30-Sep-16,1.0,3.0
30-Sep-17,,2.0
31-Aug-15,3.0,3.0
31-Aug-16,2.0,3.0
31-Aug-17,7.0,8.0
31-Dec-15,,1.0
31-Dec-16,,2.0
31-Dec-17,8.0,4.0
31-Jan-16,,1.0
31-Jan-17,5.0,4.0
31-Jan-18,12.0,9.0
31-Jul-15,2.0,3.0
31-Jul-16,,2.0
31-Jul-17,4.0,10.0
31-Mar-16,4.0,3.0
31-Mar-17,3.0,5.0
31-May-16,3.0,3.0
31-May-17,2.0,8.0
31-Oct-15,,1.0
31-Oct-16,4.0,3.0
31-Oct-17,6.0,10.0
4-Apr-16,1.0,6.0
4-Apr-17,2.0,7.0
4-Aug-15,3.0,5.0
4-Aug-16,3.0,3.0
4-Aug-17,2.0,8.0
4-Dec-15,3.0,2.0
4-Dec-16,1.0,1.0
4-Dec-17,7.0,9.0
4-Feb-16,1.0,4.0
4-Feb-17,1.0,1.0
4-Feb-18,1.0,1.0
4-Jan-16,1.0,1.0
4-Jan-17,4.0,8.0
4-Jan-18,11.0,7.0
4-Jul-15,,1.0
4-Jul-17,,1.0
4-Jun-16,1.0,1.0
4-Jun-17,,2.0
4-Mar-16,1.0,4.0
4-Mar-17,2.0,1.0
4-May-16,3.0,3.0
4-May-17,4.0,6.0
4-Nov-15,2.0,3.0
4-Nov-16,2.0,4.0
4-Nov-17,1.0,
4-Oct-15,,1.0
4-Oct-16,2.0,2.0
4-Oct-17,5.0,8.0
4-Sep-15,1.0,5.0
4-Sep-16,1.0,
4-Sep-17,5.0,2.0
5-Apr-16,5.0,5.0
5-Apr-17,3.0,5.0
5-Aug-15,1.0,3.0
5-Aug-16,1.0,5.0
5-Aug-17,2.0,1.0
5-Dec-15,1.0,
5-Dec-16,4.0,4.0
5-Dec-17,8.0,9.0
5-Feb-16,4.0,1.0
5-Feb-17,,2.0
5-Feb-18,12.0,6.0
5-Jan-16,3.0,2.0
5-Jan-17,6.0,2.0
5-Jan-18,6.0,9.0
5-Jul-15,1.0,
5-Jul-16,2.0,5.0
5-Jul-17,1.0,8.0
5-Jun-16,,2.0
5-Jun-17,4.0,5.0
5-Mar-16,,3.0
5-Mar-17,,2.0
5-May-16,3.0,4.0
5-May-17,7.0,2.0
5-Nov-15,4.0,4.0
5-Nov-16,1.0,1.0
5-Nov-17,1.0,2.0
5-Oct-15,2.0,5.0
5-Oct-16,4.0,3.0
5-Oct-17,4.0,10.0
5-Sep-15,,1.0
5-Sep-16,1.0,
5-Sep-17,9.0,5.0
6-Apr-16,2.0,3.0
6-Apr-17,5.0,4.0
6-Aug-15,1.0,5.0
6-Aug-16,,3.0
6-Aug-17,,2.0
6-Dec-15,1.0,1.0
6-Dec-16,2.0,6.0
6-Dec-17,6.0,12.0
6-Feb-16,1.0,1.0
6-Feb-17,3.0,6.0
6-Feb-18,18.0,5.0
